key(String),amplitude(double),node(number),seconds(number)
"-M8wTF0zhdFZxlbyf7u6","1472","0","1585.261"
"-M8wTF2rUuXrIf9-4cMK","2443","4","1585.43"
"-M8wTF6c08qHlaKRMhdX","614","0","1585.621"
"-M8wTF8U6q1jNNhJaN9s","3004","4","1585.791"
"-M8wTFCFp7JLxUXfn5rv","1008","0","1585.982"
"-M8wTFHstQqvpodr3cjQ","2306","0","1586.342"
"-M8wTFJk0EOjk_Q6TI7_","5269","4","1586.511"
"-M8wTFNVmbUFng0fvFXp","1274","0","1586.702"
"-M8wTFPOnrako_45AjD1","5447","4","1586.872"
"-M8wTFT7V2aSowDExQXV","1114","0","1587.062"
"-M8wTFV268uTYxALccNS","4188","4","1587.234"
"-M8wTFYkpPjQSuYmIYzs","1358","0","1587.421"
"-M8wTF_h8GlxurMfWFl8","3529","4","1587.597"
"-M8wTFfGiRF49KnjzFNe","3218","4","1587.952"
"-M8wTFj-74fEKw21gdOK","832","0","1588.142"
"-M8wTFjEqF1ibdnedMo1","1497","1","1588.117"
"-M8wTFktS71V7pCghdGv","3426","4","1588.312"
"-M8wTFqVKEoYUFgViUQm","1178","4","1588.671"
"-M8wTFzta32xR43v_OFv","383","0","1589.222"
"-M8wTG4V9woMCecKkjj0","1529","0","1589.582"
"-M8wTGAL_OrhLNJ6WJ0T","467","1","1589.916"
"-M8wTGFyY9lllgf6RPzj","364","1","1590.276"
"-M8wTGLNhbOHV60v1wcd","890","0","1590.662"
"-M8wTGOAOw7hsfXZnrTv","1826","2","1591.031"
"-M8wTGR-clCd47iWMIgr","458","0","1591.022"
"-M8wTGTnAAPwiLR51dvU","1695","2","1591.392"
"-M8wTGZQjIQ5J7ZGluy1","958","2","1591.751"
"-M8wTGbFULPl0tenJbq5","1484","0","1591.741"
"-M8wTGe2I9NwLm0A_5ud","1496","2","1592.111"
"-M8wTGgsPJpzMBsGxR-P","547","0","1592.101"
"-M8wTGjeqZ0KUnz6hFn_","2717","2","1592.471"
"-M8wTGmVxhAZ4hFyg1ST","496","0","1592.462"
"-M8wTGmiLx4-qO6xh769","1789","1","1592.436"
"-M8wTGpI3Fl17wfgPqQ6","2402","2","1592.831"
"-M8wTGs7hwUPJxZByaJc","1008","0","1592.822"
"-M8wTGsLGjCN1aaRQHkh","1318","1","1592.795"
"-M8wTGuuavyjnBylcQnk","2252","2","1593.191"
"-M8wTGxkGniANs0I7Ytb","1358","0","1593.182"
"-M8wTH-Xm80U6G-c1iOM","2382","2","1593.551"
"-M8wTH2NXPgpHwYtoLa-","1516","0","1593.542"
"-M8wTH2aeEM98FO5fRFa","644","1","1593.515"
"-M8wTH5AzcapDidZTij4","1261","2","1593.911"
"-M8wTH8-g-oRbH-BMZMC","962","0","1593.902"
"-M8wTH8DD27okNpurD9X","470","1","1593.875"
"-M8wTHAmQADJTLD-5DOe","1363","2","1594.271"
"-M8wTHDqxhCLCOsh5XxG","568","1","1594.235"
"-M8wTHJT6kbp01zCst8_","770","1","1594.596"
"-M8wTHM1t3tEf1A-roRh","1349","2","1594.991"
"-M8wTHOtGDCalHsUm0cJ","270","0","1594.982"
"-M8wTHQk7MjOaRSIhAaH","1746","4","1595.152"
"-M8wTHRe7yn-wZlnLRPg","2249","2","1595.351"
"-M8wTHUVrGeqHwKYag2L","328","0","1595.342"
"-M8wTHWPBcyvaxlXkt6y","3433","4","1595.513"
"-M8wTHb0l0TxQadLolrv","1470","4","1595.872"
"-M8wTHbvBuouEOEt0O9g","1707","2","1596.072"
"-M8wTHekjq-6UBrEZFrc","312","0","1596.062"
"-M8wTHhYVoCEbTHKx5mF","1805","2","1596.432"
"-M8wTHkNW_3D39KaBNGk","280","0","1596.422"
"-M8wTHnAj1-cZUKnmu-Z","2173","2","1596.791"
"-M8wTHq-5HxLDwAT2CTG","280","0","1596.782"
"-M8wTHsmGkWwBSFUfGjz","2577","2","1597.151"
"-M8wTHvcIcd2UvKWd8G8","277","0","1597.142"
"-M8wTHyPUwjzplG6cWxT","3258","2","1597.511"
"-M8wTI32CL33SrF_17zh","2558","2","1597.872"
"-M8wTI5s_SHYzNf2LRjn","331","0","1597.861"
"-M8wTI65kdUudc5U_akv","631","1","1597.836"
"-M8wTI8f4nPbEj94at_O","2533","2","1598.232"
"-M8wTIEH26RrVg8yNTRD","2477","2","1598.591"
"-M8wTIH7uYXNCgqTl6JZ","263","0","1598.582"
"-M8wTIJv7Wv24f5c-Zyb","2553","2","1598.951"
"-M8wTIMxfm9ES6-0QZGM","492","1","1598.915"
"-M8wTISNQcwopewgqZRG","262","0","1599.302"
"-M8wTISaxlNz3sb-3Gb3","656","1","1599.275"
"-M8wTIVA50pY9bdbVitb","1516","2","1599.671"
"-M8wTIY-ffvWXxGO3AGO","273","0","1599.661"
"-M8wTIYDpVm8KE0j2nou","429","1","1599.636"
"-M8wTI_mxQAEDfkAz2bf","2903","2","1600.031"
"-M8wTIfQKZg94Cq0iz8F","2368","2","1600.391"
"-M8wTIiSclCTUIEkDrxK","566","1","1600.355"
"-M8wTIl2x12UPCXEoev3","1081","2","1600.751"
"-M8wTIo5MOvAzXTUfr4U","1253","1","1600.716"
"-M8wTIqfcQoWb8BaGMlG","1022","2","1601.111"
"-M8wTItVf-rPwHOMWjV1","772","0","1601.102"
"-M8wTItiDOmdbJJQEMsV","442","1","1601.076"
"-M8wTIzLwmhyGIV1C9IG","729","1","1601.436"
"-M8wTJ0uaZEVfoJKi6l2","1893","2","1601.831"
"-M8wTJ3yCQ-zhvl55zrX","811","1","1601.796"
"-M8wTJ6XRNwMxbfBIDC7","1049","2","1602.191"
"-M8wTJ9ajKbB6U3UnVRg","786","1","1602.155"
"-M8wTJC97eDRoKux8NUQ","1096","2","1602.551"
"-M8wTJHnjVX8iucE6yVf","1886","2","1602.912"
"-M8wTJNPFw8FYMpTtKJ1","1798","2","1603.271"
"-M8wTJT1jTpilCFDu3p0","2192","2","1603.631"
"-M8wTJYeD2Nmg0zVoGWg","1540","2","1603.991"
"-M8wTJdICikwJ3aHpbe5","660","2","1604.351"
"-M8wTK1qkD3l9m6tsIdJ","696","1","1605.756"
"-M8wTK7TH_XM-ehp-MCX","604","1","1606.116"
"-M8wTL5McTh745B1Oicl","546","1","1610.076"
"-M8wTLMDO6GVlAYQ1qhs","374","1","1611.155"
"-M8wTLsljwXURQpcpyx2","616","0","1613.342"
"-M8wTLyOy2qcAp84w0Ie","322","0","1613.702"
"-M8wTMJtZ7KhIv377xj4","360","0","1615.143"
"-M8wTMK572rRg1WYE-NV","1489","1","1615.116"
"-M8wTMPVUP-ud6D2O8AQ","258","0","1615.502"
"-M8wTMPigz5pmd22t54a","1196","1","1615.475"
"-M8wTMlDy2Rcgxuj46vN","1374","1","1616.916"
"-M8wTMnnynlz-1AO9sRG","1842","2","1617.311"
"-M8wTMqcYauUpSjB13Vg","424","0","1617.302"
"-M8wTMqqKOvatA5Gmzax","641","1","1617.275"
"-M8wTMwF0fFutAIvQvkI","572","0","1617.662"
"-M8wTMz1Jn3c6jUBPyHv","1882","2","1618.031"
"-M8wTN3e7ADpS7C0jiQ0","1997","2","1618.39"
"-M8wTN6WxYYQ_Z5MJgFv","274","0","1618.382"
"-M8wTN8NHpUwmc5R1zUm","2641","4","1618.552"
"-M8wTN9ICZSnixeJcS8I","615","2","1618.752"
"-M8wTNC9PSp-CfTw6bwF","448","0","1618.743"
"-M8wTNE0CwMwZZ2b3c-Z","5123","4","1618.912"
"-M8wTNEvgn4NZtIvk96k","673","2","1619.112"
"-M8wTNHlZhn8UsXhO_SG","748","0","1619.103"
"-M8wTNJezt3yeA799IEg","2387","4","1619.274"
"-M8wTNNNKVbL4lxmg2h8","555","0","1619.462"
"-M8wTNPGM98fvo8ILJqH","1227","4","1619.632"
"-M8wTNTDdiggylDtai2o","1249","1","1619.795"
"-M8wTNUth3P9ZL9DI7Dj","1261","4","1619.992"
"-M8wTO4OQh7TK-RMoluT","314","0","1622.342"
"-M8wTO7Awd1aMdOY1ubK","625","2","1622.712"
"-M8wTOBv7ySnjKQa9l67","1303","4","1622.874"
"-M8wTOCnALeDaz6ee3fq","1571","2","1623.072"
"-M8wTOHXSsykAGvups5Q","2109","4","1623.233"
"-M8wTOIP3vwKEbU9SWaI","1724","2","1623.431"
"-M8wTOO1KliQRQapQ9IK","2533","2","1623.791"
"-M8wTOQuWSPI55nuJM2C","259","0","1623.783"
"-M8wTOSnoRi7Ols2OqRJ","1072","4","1623.955"
"-M8wTOTevBYAcTjREwQJ","1743","2","1624.151"
"-M8wTPn2E_slYH-l0uJw","862","2","1629.551"
"-M8wTQ2uFzbb1oj8Wqld","1546","2","1630.631"
"-M8wTQ5kojpj6PowcgEA","575","0","1630.622"
"-M8wTQEAjPkxzKKOSyoL","831","2","1631.352"
"-M8wTQH119wqKxfoWmZK","469","0","1631.344"
"-M8wTQMeYKpqO7KjP_zz","363","0","1631.703"
"-M8wTQiLfXcwnETmiT7M","2900","1","1633.116"
"-M8wTRVylIp4JFz1vdBe","2363","1","1636.355"
"-M8wTSCyOS792bAMEQhc","1202","1","1639.236"
"-M8wTSTqYOPkyUJgixr7","2312","1","1640.316"
"-M8wTSZUC-aGUW3ls9SI","2190","1","1640.676"
"-M8wTSa5cyXDwykGvLHJ","1893","4","1640.869"
"-M8wTSfkRSdln2860Ei0","2598","4","1641.232"
"-M8wTSlM8kkDOsaayJ-6","1405","4","1641.59"
"-M8wTSr2DHN7fbZLawYf","1373","4","1641.952"
"-M8wTT-aRHALEWZZg0GU","486","1","1642.476"
"-M8wTTNm3wocJhYp7raw","1564","4","1644.113"
"-M8wTTTO-vaOs-afCV65","1672","4","1644.472"
"-M8wTTZ0XgwUCc1iP6iW","1469","4","1644.832"
"-M8wTTdeO8WFuqBipmqM","2282","4","1645.192"
"-M8wTTjHbN9jJTmp4rsH","2162","4","1645.554"
"-M8wTUV1t8seRrmF-rcg","838","0","1648.623"
"-M8wTUWt8lV_ZG-vCWBh","2339","4","1648.792"
"-M8wTU_eirAFW7EovsS1","634","0","1648.983"
"-M8wTU_rwQXo5qy5_fjk","953","1","1648.957"
"-M8wTUbWN8qHxZGCtZZX","2258","4","1649.152"
"-M8wTUcPEi-7OnQgf14-","639","2","1649.351"
"-M8wTUfTXEN8HL5rKjHF","3013","1","1649.315"
"-M8wTUh82asr5xUi8mbz","1726","4","1649.512"
"-M8wTUi2uoP7flF5mEs1","3083","2","1649.712"
"-M8wTUl5TIdPc43Cj8rW","2530","1","1649.676"
"-M8wTUmkJFVdvv6BVRkz","3626","4","1649.872"
"-M8wTUnfo7u4KWuCs2Xb","2112","2","1650.072"
"-M8wTUqXiDXVXsgrsIR9","694","0","1650.063"
"-M8wTUqiJxYvdu4haLFi","1544","1","1650.035"
"-M8wTUsNPlIBeC-WOs5L","2811","4","1650.232"
"-M8wTUw8R_oOZpvJqSLb","416","0","1650.422"
"-M8wTUwLze5soXG8mKL5","2681","1","1650.396"
"-M8wTV0yIgyRlsr_nSMB","1647","1","1650.756"
"-M8wTV2dum1K8JN3Hz-L","1529","4","1650.952"
"-M8wTV8F4bJWCafzVe3n","1636","4","1651.312"
"-M8wTVC-6kURXu7yMOZG","276","0","1651.502"
"-M8wTVHc4GWZYLODV9u0","302","0","1651.862"
"-M8wTVNGEAXF4p6ENE7F","1459","0","1652.222"
"-M8wTW4HvXpBe9y9vVIG","1396","0","1655.104"
"-M8wTW9tO03l9EG4blSz","790","0","1655.462"
"-M8wTWFX7leaUndd-McW","1734","0","1655.824"
"-M8wTWFiemxJMeUT2BDC","663","1","1655.796"
"-M8wTWII_v3WKpvBJzs3","1991","2","1656.191"
"-M8wTWMzD8aVW_1SlN33","1292","4","1656.351"
"-M8wTWNuHFxHfklXN_sA","4078","2","1656.551"
"-M8wTWSbwUNqGgVEsAGS","2402","4","1656.711"
"-M8wTWT5B32LFdBCO2Nj","377","0","1656.692"
"-M8wTWiz5PUymosae_64","1416","0","1657.772"
"-M8wTWo7cecgwJtqqm7_","1355","4","1658.152"
"-M8wTWo_dnB8fMPnQjxX","1773","0","1658.131"
"-M8wTWtl7VSrFBkpgPqa","2245","4","1658.513"
"-M8wTWuCHhcD0iatiWn4","696","0","1658.49"
"-M8wTWzp19AIWn9PiDbT","914","0","1658.851"
"-M8wTX2LugqEUXCA31V8","3307","1","1659.035"
"-M8wTX4TkfCMrbCxYXMN","754","0","1659.211"
"-M8wTXDb_MmCezMJ_4zX","867","1","1659.756"
"-M8wTXQxBO1Ep94O2wRw","266","0","1660.65"
"-M8wTXUU0RvRbcRy8H_s","550","1","1660.836"
"-M8wTXW_p7HSEZcOEv_r","1386","0","1661.01"
"-M8wTX_4mNjF3pj-PB0k","1038","1","1661.195"
"-M8wTXxi9T6HQ0MurmNQ","461","0","1662.812"
"-M8wTY2KGqKfMqUQZLx_","1692","0","1663.171"
"-M8wTY7VOqWuiHbHX7-p","1353","4","1663.552"
"-M8wTY7x4XoqoSl1Olep","1684","0","1663.531"
"-M8wTY8Q1koTLgT0QfyS","909","2","1663.752"
"-M8wTYD6q1sbXOJT0wct","1370","4","1663.911"
"-M8wTYOqO_tHUJ2kqPwp","1652","0","1664.611"
"-M8wTYUTPkFt4K8PSA-n","1442","0","1664.972"
"-M8wTY_4tugfXZEkU7K_","1458","0","1665.331"
"-M8wTYei745662Mmi3V3","654","0","1665.691"
"-M8wTYkLA347fqIYhus_","934","0","1666.051"
"-M8wTYnrg_2GkfeLPO-c","2761","1","1666.237"
"-M8wTYpy3RvjS7EzUyBW","1666","0","1666.412"
"-M8wTYtT203rczO4RnIF","3232","1","1666.596"
"-M8wTYvaSc_VnJCHtvK8","1350","0","1666.771"
"-M8wTYz5qyqn_yNNAz57","372","1","1666.956"
"-M8wTZ0E9abe24FlctZO","276","0","1667.132"
"-M8wTZB0gAomhzjQ_YPk","2125","4","1667.872"
"-M8wTZBT689hZR4j2_3b","920","0","1667.851"
"-M8wTZGeufC94FXnRIsX","2664","4","1668.233"
"-M8wTZH64U5Z4fvOGPnC","677","0","1668.212"
"-M8wTZMGUy4bH5HwPvfH","3013","4","1668.593"
"-M8wTZMj2-ea0kODNYfn","256","0","1668.572"
"-M8wTZaTC1H8g43hLKhB","391","1","1669.476"
"-M8wTZccEJBJ44Q1_fqU","414","0","1669.653"
"-M8wTZli9GcNL8lrgxim","3063","1","1670.196"
"-M8wT_9m8UZ5jJSMjL79","2322","2","1672.031"
"-M8wT_FQuy90ShM8iYRZ","2744","2","1672.391"
"-M8wT_L1CBwLt-LvrAEU","2557","2","1672.751"
"-M8wT_Qe1KgkqQsmLt_m","1164","2","1673.111"
"-M8wT_WIZK7FFd1F9axD","774","2","1673.472"
"-M8wT_aUeutuLnDrVhWB","1133","0","1673.612"
"-M8wT_g748TUflC_OOlk","1488","0","1673.973"
"-M8wT_ljrq_NgRR7UGx5","1148","0","1674.333"
"-M8wTa7FWN4ENwxi-MaO","424","0","1675.773"
"-M8wTadV5pnf2ZkPVX90","4814","4","1677.951"
"-M8wTaj8cmeah7XtYFQc","4478","4","1678.313"
"-M8wTaolpIeINXFbcbdV","3013","4","1678.672"
"-M8wTauO3lkoYE1F9Uq9","2965","4","1679.032"
"-M8wTb--j7d-S8EcOgCM","1746","4","1679.392"
"-M8wTb-Tlbxu5ywBHCjH","340","0","1679.371"
"-M8wTb2yPZd1yjFH8nsT","375","1","1679.555"
"-M8wTb4eK_uJXMeLZMiR","1554","4","1679.753"
"-M8wTb55bNLk6yVDqg-0","268","0","1679.732"
"-M8wTbLyp5E0VLBG23k0","290","0","1680.812"
"-M8wTbPWyNoT7bxxzRoF","1406","1","1680.996"
"-M8wTbR_HBX11pdPrYaV","1455","0","1681.171"
"-M8wTbhT-5kfBxVJGqf5","622","0","1682.252"
"-M8wTbn6P4Z5OI-HQNlJ","420","0","1682.613"
"-M8wTc889U1nYHMBzggQ","2848","4","1684.072"
"-M8wTcDm4LfqwbGKPt0M","2785","4","1684.434"
"-M8wTcJPaM4VFLStAhVE","2399","4","1684.793"
"-M8wTcP-QBnNI9fmNKh0","2027","4","1685.152"
"-M8wTcUaaVT3PMnryxuh","1278","4","1685.509"
"-M8wTc_GYrroezB22hDA","2955","4","1685.872"
"-M8wTcerlt-SQbxHwb7i","2056","4","1686.23"
"-M8wTcfMFXs__0qwkKBM","527","0","1686.213"
"-M8wTckyLHhx7Qgz7Z32","628","0","1686.571"
"-M8wTcoSUjDs1Fx9BCjO","3240","1","1686.755"
"-M8wTcu5RWbHyOKu92XE","2342","1","1687.116"
"-M8wTcwDJAPSk3crq0LQ","262","0","1687.291"
"-M8wTczi53wlTRnng_Ke","1185","1","1687.476"
"-M8wTd4LeXrgWiQ7dGIP","1269","1","1687.836"
"-M8wTd6TpMOekOCtwbpt","874","0","1688.011"
"-M8wTd9yRubJ1_Pr5dUX","748","1","1688.195"
"-M8wTdBeIXjfQoninkQE","2027","4","1688.393"
"-M8wTdHGuA13cA-uNQqr","2406","4","1688.752"
"-M8wTdHkahUMWhhHjl0q","1224","0","1688.733"
"-M8wTdMt8Mkjm0NJXH6W","1511","4","1689.112"
"-M8wTdNLT78BNYkAbAzT","886","0","1689.091"
"-M8wTe7qRTj6pZuNywr9","2732","1","1692.156"
"-M8wTeDSjYW0LeI-VsHE","3192","1","1692.515"
"-M8wTeJ5V9jqOXEEVKJm","1990","1","1692.876"
"-M8wTeOinp0Y04vDovZV","1630","1","1693.236"
"-M8wTeUMGHrI6Jxfsg9w","467","1","1693.596"
"-M8wTf7KKHzra1r3OYZ1","3071","4","1696.308"
"-M8wTfBLoFKKvbyBynMI","360","1","1696.476"
"-M8wTfD0gUHUY_To2BiN","2533","4","1696.673"
"-M8wTfDSio50c96Uxnub","1072","0","1696.651"
"-M8wTfIdNZA8bHI10ACn","1610","4","1697.033"
"-M8wTfJ6hqlm-Xq5_bRG","2180","0","1697.012"
"-M8wTfTsBad74_uGwnAP","2358","4","1697.751"
"-M8wTfUMYVK33VhyrZ3d","1731","0","1697.732"
"-M8wTfZXKWxLhREv1DAB","2502","4","1698.114"
"-M8wTfe8MXBFtTNz1elJ","3014","4","1698.472"
"-M8wTfpNjROb6aRPfs5T","2446","4","1699.191"
"-M8wTfuzLWesD9SIScE7","2327","4","1699.55"
"-M8wTg-dvfbYacKIhRkL","2188","4","1699.913"
"-M8wTg052fJ36Zif66e_","262","0","1699.892"
"-M8wTg5INl8MDlSdzqPY","1315","4","1700.274"
"-M8wTgAs8J2LmBeMx0pj","2375","4","1700.631"
"-M8wTgSDeWpnaaX-A0Wn","319","0","1701.692"
"-M8wTgXN-jLKa9uNf1Yp","1581","4","1702.072"
"-M8wTghd9xm5qjdGclNF","1174","4","1702.792"
"-M8wTh76f8O0Ap75J6yF","887","1","1704.396"
"-M8wThCimk1waCgwxX6G","1782","1","1704.756"
"-M8wThILadGxP6AuReo1","1868","1","1705.115"
"-M8wThNy47WCqrPeDPV-","370","1","1705.475"
"-M8wThfU-xPNBDfrAtPc","3040","4","1706.751"
"-M8wThwr8XfUo1hH26jI","1934","0","1707.813"
"-M8wTi1TWZFIfSwoK7b_","2304","0","1708.171"
"-M8wTi76nh1XwNzgfskT","339","0","1708.532"
"-M8wTiCi7e_0d8xhKzS6","1160","0","1708.891"
"-M8wTiIL9ZZHPxKIfpXJ","1029","0","1709.251"
"-M8wTiNxQXWitK6Il36p","2124","0","1709.611"
"-M8wTidsJ5lD5vAxZJ6r","1494","0","1710.693"
"-M8wTijVrAP_bLsz5NAT","476","0","1711.053"
"-M8wTimyr8xpIqIhXGGx","1797","1","1711.236"
"-M8wTip7ACnRtvab1i8j","522","0","1711.413"
"-M8wTisaRON0VY8y-T4i","701","1","1711.596"
"-M8wTiujXizFsIWNq1MN","348","0","1711.772"
"-M8wTj-MpbEyXBWpNz65","275","0","1712.132"
"-M8wTj4yn8fNUOEhqfBZ","1239","0","1712.492"
"-M8wTj8TzVtQWQ3nd58F","414","1","1712.675"
"-M8wTjA_cjfHOtVzjyr-","528","0","1712.851"
"-M8wTjE5SnElOH5lDtIH","497","1","1713.036"
"-M8wTjJiS_3gPOz92ar3","481","1","1713.395"
"-M8wTjPLWJ16cN3NA2dy","1144","1","1713.756"
"-M8wTjRTRkxdOn4ACqiD","908","0","1713.931"
"-M8wTjfEboO_UxZV6G_9","851","1","1714.836"
"-M8wTjhLI7RmAgO40RMv","1002","0","1715.012"
"-M8wTjkqb8_Uvz9JmHqO","1884","1","1715.196"
"-M8wTjmzwJk2JurE9e95","258","0","1715.372"
"-M8wTjqUj87ra9MIVO9R","1071","1","1715.556"
"-M8wTjsaKzboSirQB3VV","1315","0","1715.732"
"-M8wTjw5LKcI4Ehf2iAV","598","1","1715.915"
"-M8wTk0idCZ3dvK9LIEN","1346","1","1716.275"
"-M8wTk2pbOCMjLJY-iL1","1128","0","1716.45"
"-M8wTk6KI-eoypJ7GLSJ","655","1","1716.635"
"-M8wTk8T0uXLtMh3kbw5","536","0","1716.811"
"-M8wTkByWrXodbT0l8BI","798","1","1716.995"
"-M8wTkE6JBqVDhdzL9W2","312","0","1717.173"
"-M8wTkNEumLF1ohIQyVa","1248","1","1717.716"
"-M8wTkPMOxXmU8afjOhE","277","0","1717.892"
"-M8wTkV0BOdDf2VQ_nR8","344","0","1718.254"
"-M8wTkfE6dsfEe-sbLa1","523","0","1718.972"
"-M8wTktyIqfD2wtmUSGn","838","1","1719.876"
"-M8wTkw5QX_uCCdeUAR0","598","0","1720.051"
"-M8wTl0jeTG3GXrBN777","868","0","1720.412"
"-M8wTl6LhB2Ug7PL57qg","1090","0","1720.771"
"-M8wTlByTO7YkCj_XUYJ","826","0","1721.131"
"-M8wTlQiYqKLA_WTfARn","576","1","1722.036"
"-M8wTlWLL33okrQ3Nakv","450","1","1722.395"
"-M8wTlYVeOhcmzemyf0b","1816","0","1722.573"
"-M8wTlay6S3r_hmdshIq","476","1","1722.755"
"-M8wTld65xo-gM8TxUqE","1754","0","1722.932"
"-M8wTlgaUzclfum3nTsA","614","1","1723.116"
"-M8wTlmDpeL_7qpxdTX9","389","1","1723.475"
"-M8wTlnsMpJU_K7vgiVi","3627","4","1723.672"
"-M8wTltXCyzWbTSvo59Z","3118","4","1724.034"
"-M8wTlxT8l1b5bOdw-nw","1050","1","1724.195"
"-M8wTlz8l94piRcpR05o","2537","4","1724.392"
"-M8wTlz_5lTHIc7urphM","1162","0","1724.371"
"-M8wTm4CVWNuWKw9O1il","256","0","1724.731"
"-M8wTm9OFaohY6U2YJlP","1131","4","1725.112"
"-M8wTm9oOt3PLy3DgxvO","1292","0","1725.09"
"-M8wTmDLtP1k-5XYzcwg","456","1","1725.276"
"-M8wTmF2xt30X50fLA62","1183","4","1725.474"
"-M8wTmFSbwqyKQDJZaFN","680","0","1725.45"
"-M8wTmIyK-xF7FY0fT2V","443","1","1725.635"
"-M8wTmKdN9F5DjPOiYD0","1367","4","1725.832"
"-M8wTmL483P_w64qwAjH","378","0","1725.811"
"-M8wTmQB2k9eGbMtjwdk","2233","4","1726.188"
"-M8wTmQhEKi4RI5MXXgF","376","0","1726.17"
"-M8wTmUD6ngPyOOscccP","373","1","1726.356"
"-M8wTmVqT-QSiDZz55m7","3732","4","1726.549"
"-M8wTmWKnPV17modxZ38","258","0","1726.531"
"-M8wTmZq0btoRhzNesAl","593","1","1726.716"
"-M8wTmaWV0suMnMnF1ac","2704","4","1726.913"
"-M8wTmeTkCx70EhF8E5N","563","1","1727.076"
"-M8wTmg6WwtQzr5PR7eT","3154","4","1727.271"
"-M8wTmg_ASIK_1VDaJbn","346","0","1727.251"
"-M8wTmlkgYeDiedzPY9U","2515","4","1727.631"
"-M8wTmrNiw7jcy1UdMDN","3064","4","1727.992"
"-M8wTmx1xNSu93_BgS_y","1133","4","1728.353"
"-M8wTn-z8_DooGzMoH-5","769","1","1728.517"
"-M8wTn1eSZGqB4TqT4Ec","1276","4","1728.714"
"-M8wTn5bF3L24Qg534Dm","1190","1","1728.876"
"-M8wTn7GvMYLocCqXmM7","1756","4","1729.072"
"-M8wTn7h9cu8lBDwDcbk","356","0","1729.051"
"-M8wTnCskNv7rLC9g-yM","1120","4","1729.431"
"-M8wTnDKtscg9zDTcRd_","397","0","1729.41"
"-M8wTnIxYzWuqg5AMap7","1482","0","1729.771"
"-M8wTnO_BqPb749yS5t1","2308","0","1730.131"
"-M8wTnk4gV4-Owzz1MQv","2092","0","1731.571"
"-M8wTo-x-JtoZUIErK2-","582","0","1732.651"
"-M8wTo5_xyiTkx1ffN0k","582","0","1733.011"
"-M8wToBCXSYdTFxLCcQ2","605","0","1733.37"
"-M8wToGpKZcXQjNfsY1n","718","0","1733.73"
"-M8wToM-XnTIjH9sOXvD","4552","4","1734.111"
"-M8wToMSSkNHjqb0o4yN","618","0","1734.091"
"-M8wToRdEVEAYOOK9OnO","2795","4","1734.472"
"-M8wToS4SLaTNTBTdi_x","1986","0","1734.451"
"-M8wToaDY28KPEzMsd-O","2736","1","1734.996"
"-M8wTocKqDLbS7uES_v7","303","0","1735.171"
"-M8wTohx3baEL2SotR5t","1770","0","1735.531"
"-M8wToiQXNCgT452Isgw","2284","2","1735.751"
"-M8wTon_PMeUAoXgYN3p","2018","0","1735.891"
"-M8wToo2SdEN5hvxt28d","935","2","1736.112"
"-M8wTotCy8wIGByPU4bv","256","0","1736.25"
"-M8wTozItnc3K9QTbKgC","2472","2","1736.832"
"-M8wTp3T9bTn9jCn7m3l","4063","2","1737.192"
"-M8wTp95XozCojLFhpEB","2018","2","1737.552"
"-M8wTpEh-MchX8ilCD2S","2572","2","1737.911"
"-M8wTpKKoLgGVvKrfMzM","1087","2","1738.271"
"-M8wTpNrnuyV1CfDYnoe","441","1","1738.236"
"-M8wTpPyozccvMRoBHzn","919","2","1738.631"
"-M8wTpVaqFfzQaD0JWz-","1669","2","1738.992"
"-M8wTpaChEAmxu9iE0KQ","265","0","1739.131"
"-M8wTpaDbLPaUZ3t50Ja","867","2","1739.352"
"-M8wTpfqnTquUQITRkX-","1249","2","1739.712"
"-M8wTpr4XSDSjI8e2Ta1","1368","2","1740.431"
"-M8wTpwhq5Ia42ybUHlW","490","0","1740.57"
"-M8wTpwiYZc6KZZsgykP","1605","2","1740.792"
"-M8wTq1KbD7D5FzlkCj_","428","0","1740.93"
"-M8wTq1LwgRtNd173bZX","1287","2","1741.152"
"-M8wTq6x0su4bSBcAWTC","650","0","1741.291"
"-M8wTq6ycefs12ejp9nC","805","2","1741.512"
"-M8wTqC_vi83UeO-oJ1v","277","0","1741.651"
"-M8wTqIC4O3h5FzgaKbi","252","0","1742.011"
"-M8wTqTSiEL520YvzJE8","302","0","1742.731"
"-M8wTqbaWrF6jC8XAI2V","610","1","1743.276"
"-M8wTqhDJB61PzO8RXQi","2663","1","1743.636"
"-M8wTr2jiYAoI1aMq6UQ","981","1","1745.076"
"-M8wTrPDMEhPVWNJeG8B","1874","1","1746.516"
"-M8wTr_TeI7z_jxIXFaO","2527","1","1747.235"
"-M8wTrf5Y5jN8WU-R8WY","1446","1","1747.596"
"-M8wTrkkY031O2eGLPm3","1302","1","1747.958"
"-M8wTrqLoTjljWYAE-7T","1271","1","1748.316"
"-M8wTrvyKhDUThTZpVCF","2353","1","1748.676"
"-M8wTsDxT8s8PbMDvAmE","722","0","1749.931"
"-M8wTsHTE6mutFTdoUbq","2020","1","1750.115"
"-M8wTsJ_EuoVDr20UL7C","912","0","1750.291"
"-M8wTsN5omQiM1YXy2La","567","1","1750.476"
"-M8wTsOol-Y0ii27mNx8","2153","4","1750.675"
"-M8wTsPCGcNfC_iyxZ62","394","0","1750.651"
"-M8wTsSi47-1wSAyri8l","576","1","1750.836"
"-M8wTsUOaMNkHXllW79z","2597","4","1751.032"
