key(String),amplitude(double),node(number),seconds(number)
"-M8wTs_13mI7hkwIb8OC","3129","4","1751.393"
"-M8wTsedtKjhZBq5rlYq","3109","4","1751.752"
"-M8wTskHmusAfuCtUTuo","5887","4","1752.113"
"-M8wTskhd6j_wtliHYHF","307","0","1752.091"
"-M8wTspwP2xI76fRZOJo","5171","4","1752.475"
"-M8wTsqK9VCzk8HwNkdo","294","0","1752.451"
"-M8wTsvXQ-9q7g7E1llN","2745","4","1752.833"
"-M8wTsvxLDQST_ls5sA5","853","2","1753.031"
"-M8wTsvxpudoUG-G5OpQ","278","0","1752.811"
"-M8wTt0_175EFmBjER00","807","2","1753.391"
"-M8wTtN4DraoNPn3N1go","383","0","1754.611"
"-M8wTtWDdnIKjF6nnayO","2502","1","1755.156"
"-M8wTtarnm3pWzmSSGVx","3049","1","1755.516"
"-M8wTtcx53k7W8UUnmi4","2226","0","1755.691"
"-M8wTtoC4PjB7JLXe2c1","562","0","1756.411"
"-M8wTuDDShBI2FcEr7lL","3305","1","1758.036"
"-M8wTuFKA9iKaqiCool1","4084","2","1758.431"
"-M8wTuFKe_bG2RNDZIPD","2297","0","1758.211"
"-M8wTuIrGZtrCuXiM5hK","2890","1","1758.396"
"-M8wTuKzCqjb4SoimdOR","2887","2","1758.792"
"-M8wTuZij3grZvMDMSrg","533","1","1759.475"
"-M8wTuapLy8CpYxBbcQc","976","0","1759.651"
"-M8wTueKLtGY6Ls8pg39","545","1","1759.835"
"-M8wTufyCWdaoRE7fEOu","2400","4","1760.029"
"-M8wTugSfyFOgxvP6dHe","741","0","1760.011"
"-M8wTulerz8aVrEwquEo","2291","4","1760.393"
"-M8wTurhVvlRyFOB-ouv","286","0","1760.73"
"-M8wTuxK_qYPgTpCi_oe","370","0","1761.09"
"-M8wTv753IrmndVXrLDq","3078","4","1761.829"
"-M8wTv7_yRu6gEdEaxd7","305","0","1761.811"
"-M8wTvB5oBWLgZQiauBM","1765","1","1761.996"
"-M8wTvCk_zwGW8qCFeeT","3260","4","1762.192"
"-M8wTvDCGyYpHVyGVQRT","289","0","1762.17"
"-M8wTvIL5IG9Fom4wEkJ","5353","4","1762.549"
"-M8wTvIpSHXu0nzTj61R","309","0","1762.531"
"-M8wTvnTqlF3pm9oi05n","1252","1","1764.515"
"-M8wTvyiLpB2GDs_qAU4","2142","1","1765.235"
"-M8wTw3LIzDXCiTanLpa","1868","1","1765.595"
"-M8wTw8yVUOrcl7HH9YF","1559","1","1765.956"
"-M8wTwGiLbzQ0BaUPc0V","1438","2","1766.711"
"-M8wTwMLbuuZtBv3DvOC","2446","2","1767.072"
"-M8wTwRyxflQs3Jk2Jxs","3084","2","1767.431"
"-M8wTwXa27orSH9zOtNl","1226","2","1767.792"
"-M8wTwcDxy5-IwYSx2vY","2012","2","1768.152"
"-M8wTwhq4XskFjira1nZ","712","2","1768.512"
"-M8wTx6qnIPD6BaYLDip","2037","1","1769.916"
"-M8wTx8V5RakU6Nh-U8Y","2673","4","1770.111"
"-M8wTx8xU1Um_tOgLNIB","452","0","1770.091"
"-M8wTxE9Ihj4zUktzSaY","2858","4","1770.473"
"-M8wTxI5JvjAhfuA6Lb_","3023","1","1770.636"
"-M8wTxJlR4OFS8oqPHO8","2239","4","1770.832"
"-M8wTxPOaxGbpVh90JN8","2366","4","1771.192"
"-M8wTy1Ch1XNpc-Hrg6P","2118","0","1773.691"
"-M8wTy6phmY7B_0ZBrxp","398","0","1774.051"
"-M8wTyRD8RBlhPrqWjQo","398","1","1775.316"
"-M8wTyTKTgcesUhUvJwn","324","0","1775.491"
"-M8wTyWqbFdnh4o7w8Vm","2838","1","1775.676"
"-M8wTybTXxv1bsvhcyt3","2194","1","1776.036"
"-M8wTymiwEVCwQPbwkJa","3064","1","1776.755"
"-M8wTysLljlrOTcAvspc","2082","1","1777.116"
"-M8wTz8DbJN9AJ_aB9hQ","421","1","1778.195"
"-M8wTzDqKfnJKmDhOyN5","960","1","1778.555"
"-M8wTzRCE7SMuajY-mXP","330","0","1779.45"
"-M8wTzkaW2kzFzVEREiY","645","1","1780.716"
"-M8wTzvqroNFAke0wmAa","357","1","1781.436"
"-M8wU-MyMG3ll2heLncd","2912","1","1783.236"
"-M8wU-YDshGMNQ_adY27","630","1","1783.956"
"-M8wU-k7GquT_UAZugjp","1461","4","1784.871"
"-M8wU0o4R4LmWI_cg8WT","400","0","1789.171"
"-M8wU0raYyXm0aqNJVVD","2263","1","1789.356"
"-M8wU0thkGw7rv1yXRQO","804","0","1789.531"
"-M8wU0xDHQgdsfb8PS9L","3301","1","1789.715"
"-M8wU0zKKqvZwVVJgDGM","954","0","1789.891"
"-M8wU17T_Ble1g9i_SHu","2592","1","1790.435"
"-M8wU1D5qDJtLeMqN2OL","2225","1","1790.796"
"-M8wU1IjQwAiCHIi97lK","1031","1","1791.157"
"-M8wU1Q0hYNW4YO1u_Zp","1109","4","1791.712"
"-M8wU2-iZi0sktL9SqAa","2504","1","1794.035"
"-M8wU25L2bJGRXHUwx_b","2339","1","1794.396"
"-M8wU2IGMlYZvwXSIC2m","1923","4","1795.312"
"-M8wU2Nvxfs7hcILejDs","2266","4","1795.674"
"-M8wU2TW5X-ag00i6Ul9","2041","4","1796.032"
"-M8wU2Z8wKDlfElBZnqf","1758","4","1796.392"
"-M8wU2dlAnkyVy7j4_Ma","1774","4","1796.752"
"-M8wU2jP3LnJqVdQDwDk","2030","4","1797.113"
"-M8wU2p0xHn1Qtgx6Aty","1883","4","1797.472"
"-M8wU2uddlKGkgYX6-lj","1347","4","1797.832"
"-M8wU3-G0yLF_0aZEy8T","1567","4","1798.192"
"-M8wU3ETqgpsxFWBrnmG","2785","1","1799.076"
"-M8wU3K5_P0POep_6o0C","2518","1","1799.435"
"-M8wU3PjWqtuw2YYs07P","1749","1","1799.796"
"-M8wU3VLXZKNetV_B-vD","1416","1","1800.156"
"-M8wU3hhvCyQSGKIRny8","1100","0","1801.051"
"-M8wU3nKKnRu9hBOELZa","954","0","1801.411"
"-M8wU3qq4ji38QkXL0gW","389","1","1801.595"
"-M8wU3wTVt8OXvZph2z_","3065","1","1801.956"
"-M8wU46jF6FHGyzhSJHJ","1244","1","1802.676"
"-M8wU48O6j3ixLFZcQRq","3221","4","1802.872"
"-M8wU48p3v8Rjyv1LoHj","335","0","1802.851"
"-M8wU4E1XZrwxAFyhel2","1369","4","1803.234"
"-M8wU4Je4P2YsDUjAkn5","1416","4","1803.593"
"-M8wU4PHJQ7j_aD0iIO9","3426","4","1803.953"
"-M8wU4PhK7qHsn_nOmDJ","1050","0","1803.931"
"-M8wU4UuYjtS-npnSSJD","3793","4","1804.313"
"-M8wU4_W8FJ3OZY3VPTM","5207","4","1804.672"
"-M8wU4_xjE68Cu2q6tYo","600","0","1804.651"
"-M8wU4f8fJkJ_Kozb61y","1758","4","1805.032"
"-M8wU4f_ol76GqBzSqjl","1221","0","1805.011"
"-M8wU4kkii3tlbEK75Dt","1441","4","1805.392"
"-M8wU4w0Tv6TUd6D5na6","1900","4","1806.112"
"-M8wU4zyjQQCvEIqjvUa","2925","1","1806.276"
"-M8wU50dD7S77xASlqa5","1464","4","1806.473"
"-M8wU56DgJ4KR50pWX04","3026","4","1806.829"
"-M8wU5HWm4mYxpJIP6NN","5296","4","1807.552"
"-M8wU5HyOW52hsz_7rY8","3109","2","1807.752"
"-M8wU5N8-Yr0fbO3JMPm","5051","4","1807.912"
"-M8wU5N_OQrq1D7eOO6T","5245","2","1808.111"
"-M8wU5TCxznr_H7Quhf4","2248","2","1808.471"
"-M8wU5d0Nry-zxyMqOcH","2810","4","1808.992"
"-M8wU5gzcSRpOxBh4kB1","489","1","1809.156"
"-M8wU5ijl-q7vI1YO3kt","2727","4","1809.358"
"-M8wU5maqVcWyoVcbCAx","1219","1","1809.516"
"-M8wU5obud15Rb8IfIo-","1455","4","1809.734"
"-M8wU5uFWXV9FuLrxNPm","3367","4","1810.095"
"-M8wU5uLDJVF3qaXQG9M","760","2","1810.271"
"-M8wU6-85FlF4d0fCvXY","2869","4","1810.472"
"-M8wU64iEIKLm0zC0VX6","1461","4","1810.829"
"-M8wU6G-W_uol2C6miqJ","2409","4","1811.552"
"-M8wU6_DXyqeNGudXEc5","3043","1","1812.756"
"-M8wU6eq4kz-bZmgF1K9","2977","1","1813.116"
"-M8wU6kTvFAn-uEmJYmG","2200","1","1813.476"
"-M8wU6q5ukpNNFD_U6hu","2768","1","1813.835"
"-M8wU6viPqq4-0WCFXgW","2577","1","1814.195"
"-M8wU70LFKSQIhlxjR0Q","2910","1","1814.556"
"-M8wU72cZ92QmCtIhX-Y","1207","4","1814.791"
"-M8wU75yAivAqliDVXo8","3309","1","1814.916"
"-M8wU7BasPq8a2cSUf7J","2705","1","1815.276"
"-M8wU7HDrcx0sAeIFYcB","1112","1","1815.636"
"-M8wU7MqSGp8sFr0vIev","1431","1","1815.996"
"-M8wU7kSUUdb1HNyEBjC","615","0","1817.611"
"-M8wU7q4NOyyuFtNqtD0","534","0","1817.971"
"-M8wU8STf-j34721ZwtY","270","0","1820.491"
"-M8wU8iKjdfZMC08smaG","384","0","1821.571"
"-M8wU8iRpk_tks-3iXwo","1239","4","1821.628"
"-M8wU8t_-gvqryYjNheH","254","0","1822.291"
"-M8wU8x5m7p7WfPmnuVy","1288","1","1822.476"
"-M8wU8zCfoZvlhcXNkPl","1364","0","1822.65"
"-M8wU91jmdkj_wUxmfW_","1951","1","1822.836"
"-M8wU93qY6LMRQ2vZ3iE","1730","0","1823.011"
"-M8wU97NSUDQedz9ZpIT","378","1","1823.197"
"-M8wU99S-j5SM2_EN6A1","1581","0","1823.371"
"-M8wU9Cyvgzeo3OIa_Ql","386","1","1823.556"
"-M8wU9Ki7w6IrDVj5Wb6","1274","0","1824.091"
"-M8wU9QL9CJD8_BpWrdG","505","0","1824.451"
"-M8wU9lpKyg84lKp3h-T","2184","0","1825.891"
"-M8wU9rSCuOtxY-CXzph","1323","0","1826.251"
"-M8wU9x5ZJznSD8-MrI-","353","0","1826.611"
"-M8wUAI_irJFvtCsR-TC","1095","0","1828.051"
"-M8wUAM6VVIEs9aHtNE2","2232","1","1828.236"
"-M8wUAOCeO2rhr1Jig9C","1987","0","1828.411"
"-M8wUARi3xe4yeSCKCY2","2550","1","1828.596"
"-M8wUATpKza2l6qBFjhF","979","0","1828.771"
"-M8wUAXMOzLQaJQnFZNx","498","1","1828.956"
"-M8wUAZSWLyKkO5Vt7A7","374","0","1829.131"
"-M8wUAjhomPXVG6gXH9T","532","0","1829.851"
"-M8wUB-auIo0vIZqBRMT","1407","0","1830.931"
"-M8wUB5DVfJYEFbeirSR","1476","0","1831.291"
"-M8wUB8iPQxJ7zq8zy-6","373","1","1831.476"
"-M8wUBGSdQLZ_mkzZE8c","2047","0","1832.011"
"-M8wUBM5CeyBw-w3gK87","732","0","1832.371"
"-M8wUBRoHGc7WQS8ByQ1","3941","4","1832.788"
"-M8wUBVDeUTvm9G_RmOH","2973","1","1832.915"
"-M8wUBXLQ0C6TxKBYK8r","1178","2","1833.311"
"-M8wUBXRfM_wITmzwNXU","4895","4","1833.148"
"-M8wUB_r3a_cv1iXnHfK","2744","1","1833.276"
"-M8wUBbxKrBie4zXKdoP","642","2","1833.671"
"-M8wUBc3omX4cmZ_rHHe","3919","4","1833.508"
"-M8wUBhh9mDd0D7Xe6l3","3250","4","1833.868"
"-M8wUBnJNeXrSmRkMNEY","8066","4","1834.228"
"-M8wUBsyfX3CfmXkajZA","7054","4","1834.59"
"-M8wUByTVWrvjCIoiTYZ","1316","0","1834.892"
"-M8wUBy_gJ7bZV_Co3nE","2250","4","1834.949"
"-M8wUC3BFIn6NHGpXdsM","2497","4","1835.308"
"-M8wUC8hDbuHrcOpp37x","527","0","1835.611"
"-M8wUC8qd9qG8Jgw3g82","2317","4","1835.669"
"-M8wUCEK1ipT2hNcDQLl","370","0","1835.971"
"-M8wUCET4sxzUJH673jr","1538","4","1836.03"
"-M8wUCPh9dp5YcNvQI_9","3000","4","1836.749"
"-M8wUCVMnSRVpusTtd_l","1731","4","1837.111"
"-M8wUC_yvW4YMy9TKcmZ","1889","4","1837.47"
"-M8wUCfTpL66yXRzML4D","257","0","1837.771"
"-M8wUCl5xgZPj6trbhxW","708","0","1838.131"
"-M8wUCwKd2Evt3rWf86Z","812","0","1838.851"
"-M8wUD0xNxwZoQBILEeA","1378","0","1839.211"
"-M8wUDNT2QpcpioUBHKk","824","0","1840.651"
"-M8wUDdK9jzGJR_2UP8c","1138","0","1841.731"
"-M8wUDuDtMj0lslcrKkn","454","0","1842.811"
"-M8wUDzq5UGcl4a6pfNu","400","0","1843.171"
"-M8wUDzyXmCQw8myEegl","1204","4","1843.23"
"-M8wUE4Zt8DtUSSeiK1A","2901","4","1843.588"
"-M8wUEA4d1I9a__3qc3f","521","0","1843.891"
"-M8wUEAC5TTubde2b0Cz","3115","4","1843.949"
"-M8wUEFhla-NAKkBgeqc","466","0","1844.251"
"-M8wUEFqrpB6ngdzoj7c","1398","4","1844.31"
"-M8wUELS27ctIhhk42bz","1269","4","1844.669"
"-M8wUEOqi-bAF_ZD-Sl2","626","1","1844.796"
"-M8wUEQyKONPyf48RR0-","1620","0","1844.971"
"-M8wUEUUPp7r3lC-IiXT","446","1","1845.156"
"-M8wUEW_aaGY6G4owNz6","1684","0","1845.331"
"-M8wUEpyAJjg8k57guDf","2195","1","1846.596"
"-M8wUEva3TTrE8XJ7WVK","2010","1","1846.955"
"-M8wUF0DDk9D6tHlRv3i","394","1","1847.315"
"-M8wUFnqGXO5Vee9L8rk","451","1","1850.556"
"-M8wUFtTCdhEhcFIONKX","432","1","1850.916"
"-M8wUG0CZMeEXxEnaTgZ","544","0","1851.451"
"-M8wUG5pYwgLL5NE5p6a","338","0","1851.811"
"-M8wUGXxL5OCpQ8F4o7j","260","0","1853.611"
"-M8wUGrLPx86u6BJSt1u","2768","1","1854.876"
"-M8wUGta4rNrWgp6_iMA","1526","4","1855.109"
"-M8wUGwyMobI7cu7EuaC","2272","1","1855.236"
"-M8wUH1akjGUG-zaLFPy","2429","1","1855.595"
"-M8wUH3hLoB1gGVtPaTW","262","0","1855.771"
"-M8wUH3hPpHebdWtM8Kd","851","2","1855.991"
"-M8wUH9LHE-N7lPu8QZ9","1306","2","1856.352"
"-M8wUHO6t61xMxp4YAkx","796","1","1857.036"
"-M8wUHVpDBsoQf0pSjh_","2047","0","1857.571"
"-M8wUHlhKEPJlZ2k-GW_","356","0","1858.651"
"-M8wUHpE0Xsve3EN95Ti","924","1","1858.836"
"-M8wUHrKEGBolbKnXwFw","1172","0","1859.011"
"-M8wUHurSMDKS1WU5XL_","679","1","1859.197"
"-M8wUHwyncS6CCbj0F-v","308","0","1859.371"
"-M8wUI1aXXapARed7w6S","553","0","1859.731"
"-M8wUI7CoGsJEhvmFFbv","682","0","1860.091"
"-M8wUICpyKrUi_URYNaC","508","0","1860.451"
"-M8wUIITE7KbkGA879E_","321","0","1860.811"
"-M8wUILyXUjoKlBhovnT","2402","1","1860.995"
"-M8wUIO5UIpMva0Tzhky","288","0","1861.171"
"-M8wUIRaPtMGRpE20vth","2351","1","1861.356"
"-M8wUITiD3nG2gZaV4aG","338","0","1861.531"
"-M8wUIXDSmq5AD81FsJf","1133","1","1861.715"
"-M8wUIZK2Bn_1ds1uCPC","276","0","1861.891"
"-M8wUIdx2KzDgW9j6Tko","283","0","1862.251"
"-M8wUIj_eH7pZHAen0_6","327","0","1862.611"
"-M8wUIpCkkLLo6rDCS85","298","0","1862.971"
"-M8wUIupkngMgDOE03vz","367","0","1863.331"
"-M8wUJ-SA07onfVXcqzl","278","0","1863.691"
"-M8wUJ-f5BeFrMO398Id","2035","4","1863.754"
"-M8wUJ5HEob4CPndC_Ky","2238","4","1864.113"
"-M8wUJ8ajWl8rPGz9MuC","647","1","1864.236"
"-M8wUJAhpAcEPm0x3lOe","260","0","1864.411"
"-M8wUJAqk6QoFj69YU06","2025","4","1864.469"
"-M8wUJGTFC5egjKE3Z1v","1022","4","1864.829"
"-M8wUJM9KWSRJqEbC6ol","1478","4","1865.194"
"-M8wUJRiIpmkh-CZwbxv","1478","4","1865.549"
"-M8wUJXCDxnXBy0a3zgA","254","0","1865.851"
"-M8wUJXKIc4fcRzQ0Fuj","1716","4","1865.908"
"-M8wUJbpS5t72MQFXl6r","280","0","1866.211"
"-M8wUJbzyuA6lJeiuf6M","1765","4","1866.271"
"-M8wUJhSNjjyMPfR5msi","294","0","1866.571"
"-M8wUJhcQ86CfzGb8OVi","2282","4","1866.632"
"-M8wUJnFsqvNRpFNcxYA","2211","4","1866.991"
"-M8wUJqaasQ6D3qmuH09","362","1","1867.115"
"-M8wUJsi3QuDN1ft2Hm7","337","0","1867.291"
"-M8wUJstKSKt1QpQjihm","1166","4","1867.352"
"-M8wUJyWV1wlPKk7FmX3","1489","4","1867.713"
"-M8wUK2xQXAaVpdyeDgA","257","0","1868.011"
"-M8wUK8aw7j2JPSHeuky","330","0","1868.371"
"-M8wUKEOH32sHdFLmIVj","1982","4","1868.792"
"-M8wUKJq11mpRb9QsA0P","392","0","1869.091"
"-M8wUKK6SpmHkjmqWBx8","3689","4","1869.158"
"-M8wUKPxo9-aP6BzjD3z","2122","4","1869.532"
"-M8wUK_hLifRveJstn9E","375","0","1870.171"
"-M8wUKfK-rQY_4OdfPhV","310","0","1870.531"
"-M8wUL0pclSo6KR5ClEh","350","0","1871.971"
"-M8wUL4LBRkrwo1YsA_b","754","1","1872.156"
"-M8wUL6SB1nFXm6sA9GY","266","0","1872.331"
"-M8wULA-uzjeoMMOfWZq","644","1","1872.517"
"-M8wULFa5mPHgUwTVM9b","1914","1","1872.876"
"-M8wULLDh70XHsHnbKwb","2518","1","1873.235"
"-M8wULQqILYw1_uU4L4H","807","1","1873.596"
"-M8wUM-DSzbvLf6ZHJwN","1015","4","1876.013"
"-M8wUM4s6p1uHXxRy0gj","1549","4","1876.375"
"-M8wUMARi0b1_gv8yxgA","5027","4","1876.731"
"-M8wUMJ5G4CqMwqgjCux","2615","1","1877.196"
"-M8wUMLhxFFcUPk9Wy9_","1199","4","1877.452"
"-M8wUMOig3chJdtFhJGH","1173","1","1877.556"
"-M8wUMRKAiHsvQ1nv6Bg","3651","4","1877.813"
"-M8wUMULMKT1_Scbe2LS","3308","1","1877.916"
"-M8wUMWuIMrxGRJq4CD2","2188","4","1878.169"
"-M8wUMZz3AqifguKmzrW","2043","1","1878.277"
"-M8wUMeao11eucMq7w0h","618","1","1878.635"
"-M8wUMkDbNJJRgJIkZRJ","770","1","1878.996"
"-M8wUMpqli5gWWJqATlM","1767","1","1879.356"
"-M8wUMy4uGT4qyYFceAX","1690","4","1879.972"
"-M8wUN5iO9b03m34LTXi","2281","1","1880.435"
"-M8wUNBLFpzQn9vYDRvY","2440","1","1880.796"
"-M8wUNGyMhkma7J3eOA7","2430","1","1881.156"
"-M8wUNXrt9hJgqWmPQmG","2859","1","1882.237"
"-M8wUNZx8-cfdlzWTx8G","281","0","1882.411"
"-M8wUNcTteBe74qN1P4T","2276","1","1882.596"
"-M8wUNkCoBn_9CbM5K5r","1584","0","1883.131"
"-M8wUNppILg3VRRfhoBg","1583","0","1883.491"
"-M8wUNvSL8j9WgNxIej9","1861","0","1883.851"
"-M8wUO3_NW0nehf6EvXl","3036","1","1884.395"
"-M8wUO9DoGYrzEJoXBFW","3207","1","1884.756"
"-M8wUOaMhHMiEqiQlqj3","1824","1","1886.557"
"-M8wUOniAsCc9heLo4p1","456","0","1887.451"
"-M8wUOtL9C6yEQvuaRx4","1280","2","1888.031"
"-M8wUOtLQGGtnbwusR7Q","382","0","1887.811"
"-M8wUOyxqaYoqroxLPSi","1161","2","1888.391"
"-M8wUP3aE-a74N1Ap8la","1109","2","1888.752"
"-M8wUP74-dyweYStkJGi","3079","1","1888.715"
"-M8wUPCk44BkR3XP2wyp","3086","1","1889.078"
"-M8wUPILuFJJ9EoM9Rai","1661","1","1889.435"
"-M8wUPQ4tqnGlF53uHmz","258","0","1889.971"
"-M8wUQ-Lt3SZphLES7pX","524","1","1892.315"
"-M8wUQ4yGIITCPasQGAW","402","1","1892.676"
"-M8wUQ7WIYzWgnOfErDf","1944","4","1892.929"
"-M8wUQAa2ADdJShlJQIV","988","1","1893.035"
"-M8wUQD7W-L4PfgAKMwS","2175","4","1893.288"
"-M8wUQGDKtK4PbRU83hU","703","1","1893.395"
"-M8wUQIlK7joJuJ6eLSX","2187","4","1893.648"
"-M8wUQLppB5eFZ2GBj9M","2366","1","1893.755"
"-M8wUQONEEvOyEFn1stZ","2179","4","1894.008"
"-M8wUQRTIwr4QnMGrqu4","521","1","1894.115"
"-M8wUQU-zGxk-N8PDhSs","2227","4","1894.368"
"-M8wUQX53itcknwH6ty4","912","1","1894.475"
"-M8wUQbijAZNlBnDDcF-","511","1","1894.836"
"-M8wUQeH1xdUe2z3sTw6","2109","4","1895.09"
"-M8wUQjtVmTViva6PAEd","2146","4","1895.449"
"-M8wUQpVCJI_gVi-dMSb","2035","4","1895.808"
"-M8wUQv7FaY7mJ3qjBRL","2207","4","1896.168"
"-M8wUR2qlC3Nw5Fqnx1l","423","1","1896.636"
"-M8wUR5OoetVKOAJEeo0","1482","4","1896.889"
"-M8wURB04ODVnSmCgE4y","2101","4","1897.249"
"-M8wURGgNOSsuo5gTFQe","2152","4","1897.612"
"-M8wURJj0W7bDkHw981d","531","1","1897.716"
"-M8wURMGtcIgWqdoQqo8","2100","4","1897.969"
"-M8wURPLdFdY8gqCiCfp","358","1","1898.076"
"-M8wURRtb95pcGr67iX4","2101","4","1898.329"
"-M8wURUyQyqn7Xd8NVHY","658","1","1898.436"
"-M8wURX5-I2LG1QqbYlK","1527","2","1898.832"
"-M8wURXVAMQSnpMJnAi3","1015","4","1898.688"
"-M8wURbh8EWwSgJR7Dni","1738","0","1898.971"
"-M8wURbieOCKEY38ksHX","2150","2","1899.191"
"-M8wURc79qWuPOPX6LCl","2708","4","1899.048"
"-M8wURfD5TvV-ixt_hs_","566","1","1899.156"
"-M8wURhKc2hQj5Om1OXY","1073","2","1899.551"
"-M8wURhk0vlX4hvr2Xle","2734","4","1899.408"
"-M8wURkqLXmninlu01KV","445","1","1899.516"
"-M8wURmx-t9xzN1yIGx9","2088","2","1899.911"
"-M8wURnPlRpc3_qFTwjb","2059","4","1899.77"
"-M8wURs_foSx4EMIflbQ","1820","2","1900.27"
"-M8wURt0RCwNeBZF49PX","2274","4","1900.129"
"-M8wURydX_2tGGQ4PQLd","2148","4","1900.489"
"-M8wUS3FOICf2adKGTdN","1105","4","1900.848"
"-M8wUS8TKi36WfxgnnuR","1111","2","1901.352"
"-M8wUS8tD6jT7wzj_AqS","2955","4","1901.209"
"-M8wUSE5AZ1nCTEbp-31","1266","2","1901.712"
"-M8wUSEVMsxt2cMcPxLu","2647","4","1901.568"
"-M8wUSJiPQIpECVPq3qL","1855","2","1902.071"
"-M8wUSK9rgj2g-T-WmG0","2181","4","1901.93"
"-M8wUSPLFcoSiZTf5qwm","725","2","1902.432"
"-M8wUSPlL98csIBdWfeQ","2134","4","1902.289"
"-M8wUSUy-TTBO_m9WztK","589","2","1902.791"
"-M8wUS__SRAOoy-3Pvcn","1921","2","1903.151"
"-M8wUSa0jmc3Npw0nhVs","1998","4","1903.009"
"-M8wUSfDKrp9uRb69RXO","1768","0","1903.291"
"-M8wUSfDN7s9Ss1pr1rJ","2374","2","1903.511"
"-M8wUSfcoWtyzeg3X8ZT","2082","4","1903.368"
"-M8wUSkpd0vARCb3YOpM","1064","2","1903.871"
"-M8wUSkqgjB43UmZHLCI","1296","0","1903.651"
"-M8wUSlF6LP-Nfojknxg","1597","4","1903.728"
"-M8wUSqT2kVV1eugal8h","274","0","1904.011"
"-M8wUSqupqnOEInXPIe_","2310","4","1904.089"
"-M8wUSwXo_1smwXZnTXG","2210","4","1904.449"
"-M8wUT0iBIg8fPXhXTb_","2253","2","1904.952"
"-M8wUT6L3UVA1zi0KgEZ","2462","2","1905.312"
"-M8wUT6l5gCWHJbBfiCN","2248","4","1905.169"
"-M8wUTBylhKCsyAl_SNq","2262","2","1905.672"
"-M8wUTCO8p2oiQ2d_uNH","4323","4","1905.529"
"-M8wUTH_S9HYZBRQQuGA","2819","2","1906.031"
"-M8wUTI16r8yo1fP7SB_","7495","4","1905.89"
"-M8wUTNCRfqTh1LnlrmQ","2976","2","1906.391"
"-M8wUTYSlv9UYV18r2cw","268","0","1906.891"
"-M8wUTdW825x9i7M8Jvr","2638","4","1907.329"
"-M8wUTiiaC1cmnt3Dy1Q","270","0","1907.611"
"-M8wUTjAZMAQ0itGy1_a","1767","4","1907.691"
"-M8wUToLvZL05rqoMjlY","742","2","1908.192"
"-M8wUTom6j3eVBFtnRdH","1653","4","1908.05"
"-M8wUTtx-uYhUOOiwVyv","252","0","1908.331"
"-M8wUTty4t7hdcybKUbd","1195","2","1908.551"
"-M8wUTuQRYkm7FrgjF_6","1732","4","1908.41"
"-M8wUTza9DAwBSFtXIgV","2285","2","1908.912"
"-M8wUTzatjPDYsQpXrT2","367","0","1908.691"
"-M8wUU4D0TMkdHDi6SHs","318","0","1909.051"
"-M8wUU4DLczgcYtmJ7nO","3045","2","1909.272"
"-M8wUU4cUWyamJ5bKrE7","1629","4","1909.128"
"-M8wUU9qe8qQFy5r89k5","1425","2","1909.632"
"-M8wUUAGlH-8I85rqnpR","1630","4","1909.488"
"-M8wUUFTr388yZTJzFxb","2553","2","1909.991"
"-M8wUUFun15LdS3HT7sg","1676","4","1909.85"
"-M8wUUL56U5DgIAuiP-o","2615","2","1910.351"
"-M8wUULWNuvNTDu8KKag","1844","4","1910.209"
"-M8wUUQiq--_hz6HuUeQ","975","2","1910.712"
"-M8wUUR8YkRlq_Uko0SF","5162","4","1910.569"
"-M8wUUWLIH9hMWML3W1K","668","2","1911.072"
"-M8wUUWmWkesmtQFM_wi","2761","4","1910.93"
"-M8wUUbOXHzHZAmCVMjR","1610","4","1911.289"
"-M8wUUgaJ-VDIAPv0iYn","1796","2","1911.791"
"-M8wUUgaJdWaiVL4yHXd","296","0","1911.571"
"-M8wUUh0oijRrJhN_vtF","1647","4","1911.649"
"-M8wUUmC8sTywDPjRdqG","1235","2","1912.151"
"-M8wUUmCRbcWZrTh1SLM","338","0","1911.931"
"-M8wUUmdoDDPSWJZEzFE","2389","4","1912.009"
"-M8wUUrq1RYxCfj6y-nj","400","0","1912.292"
"-M8wUUrqwKeIJk5pPSMD","833","2","1912.511"
"-M8wUUsFGWEkhSmMD2U4","2557","4","1912.368"
"-M8wUUxT3vJn-KDtUSXz","739","2","1912.872"
"-M8wUUxTBV0BjDXqRxHg","546","0","1912.651"
"-M8wUUxtGHiUpwJgZPqV","1049","4","1912.729"
"-M8wUV24FjwksAXQAcq9","384","0","1913.011"
"-M8wUV24fqBSlLFf_ob6","886","2","1913.231"
"-M8wUV2WiepyYgC7xRYO","1770","4","1913.089"
"-M8wUV7huXaEiFwTL0bp","440","0","1913.371"
"-M8wUV7iWGzxl92UPuSv","875","2","1913.591"
"-M8wUV88jY3ooPE-ZW57","1710","4","1913.449"
"-M8wUVDLiI7fUt1x4b8B","318","0","1913.731"
"-M8wUVDlxS6x_kkJqvEe","1541","4","1913.809"
"-M8wUVIx6i0aVIMkToR0","341","0","1914.091"
"-M8wUVJQaqYpPSSG08W9","1631","4","1914.17"
"-M8wUVO_Bf6DlmYeRILG","383","0","1914.451"
"-M8wUVP0FdG7hrgxk14P","1516","4","1914.528"
"-M8wUVUCpdQ40E6IYHYc","632","2","1915.031"
"-M8wUVUDAGky1NIx6GSl","656","0","1914.811"
"-M8wUVZpnDlC6Nxa6Vtm","514","0","1915.171"
